submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-10-11 17:32:46","2017-10-11 15:59:00","2017-10-11 16:41:23","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",2,"Nguyen khac cuong",148,"Nữ",59,"Kinh","","Không qua trường lớp đào tạo nào","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Phong van o nha nguoi tra loi","uuid:56f49e7c-44d9-4db7-9945-00d8fdafe4ca"
"2017-10-11 14:51:52","2017-10-11 14:15:49","2017-10-11 14:51:12","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",2,"Pham giang hoi",219,"Nữ",52,"Kinh","","Chưa học hết tiểu học","O nha buon ban","Người lao động cho gia đình không được trả lương","","Khác","O nha buon ban","Khong co","uuid:9c37aa45-6c8c-40ac-b83e-7f78d3c78d10"
"2017-10-11 14:21:20","2017-10-11 13:35:55","2017-10-11 14:20:57","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",13,"Tran phuong thao",300,"Nam",61,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Quốc phòng/Công an","","Khong co","uuid:c10c4b1f-810a-47db-834f-e37e44163400"
"2017-10-11 15:40:32","2017-10-11 14:21:08","2017-10-11 14:57:09","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",8,"Tran phuong thao",300,"Nữ",58,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Nông nghiệp","","Khong co","uuid:d0b827ce-b096-4771-8026-0da814009b57"
"2017-10-11 16:44:17","2017-10-11 15:11:10","2017-10-11 15:55:13","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",17,"LE THI KIM LY",271,"Nam",65,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Kinh doanh quan net","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:31d26c30-dc04-4be7-aa16-fd60bd41228f"
"2017-10-14 14:53:28","2017-10-14 14:12:48","2017-10-14 14:53:25","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",8,"Nguyen khac cuong",148,"Nam",63,"Khác","Nùng","Không qua trường lớp đào tạo nào","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:54b77d9f-dc5b-4358-bb32-1c8fffd19837"
"2017-10-10 16:16:13","2017-10-10 15:31:50","2017-10-10 16:16:08","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",46,"Tran phuong thao",300,"Nam",39,"Kinh","","Học xong tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:25805f26-50ec-48bf-8294-6d9e3fa4ecde"
"2017-10-11 15:20:50","2017-10-11 14:19:07","2017-10-11 15:11:51","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",3,"Nguyen thi thanh thanh",251,"Nam",57,"Khác","Mường","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:f0aa6a9f-d79c-4983-aecc-713b987280b9"
"2017-10-15 14:52:51","2017-10-15 14:14:28","2017-10-15 14:52:47","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",8,"Pham giang hoi",219,"Nam",54,"Kinh","","Chưa học hết tiểu học","Lam cong dan","Lao động không có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:42c5020d-453f-484f-a912-af73a2c3a669"
"2017-10-10 08:57:06","2017-10-10 08:22:42","2017-10-10 08:57:03","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",8,"Tran phuong thao",300,"Nam",47,"Kinh","","Tốt nghiệp cấp II","Tho dien","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:8a75f4df-bea6-468b-998a-07a7b64218ab"
"2017-10-11 08:58:52","2017-10-11 08:05:51","2017-10-11 08:58:46","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",4,"Pham giang hoi",219,"Nữ",43,"Kinh","","Chưa học hết tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:dc2a9378-f463-4750-a881-d066a88c49c7"
"2017-10-12 10:20:58","2017-10-12 09:41:21","2017-10-12 10:20:53","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",42,"Pham giang hoi",219,"Nữ",60,"Kinh","","Tốt nghiệp cấp III","O nha noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:b1136f0c-65a1-43b5-874c-bad725eb3c44"
"2017-10-15 14:16:20","2017-10-15 13:33:03","2017-10-15 14:16:16","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",17,"Nguyen thi hong hiep",256,"Nữ",60,"Kinh","","Chưa học hết cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:6d3f6902-1d4d-4aeb-bdc6-784948acae40"
"2017-10-11 08:46:34","2017-10-11 08:05:55","2017-10-11 08:46:30","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",16,"Nguyen thi thao",11,"Nữ",48,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nhà nước)","","Khong co","uuid:b8e07788-184a-4eb8-ba97-8bfe8088df99"
"2017-10-14 14:15:02","2017-10-14 13:33:36","2017-10-14 14:15:00","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",18,"Nguyen thi thanh thanh",251,"Nam",52,"Kinh","","Tốt nghiệp cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:03e9a32d-48e4-4dce-9449-2baea5d700cb"
"2017-10-12 10:27:03","2017-10-12 09:50:53","2017-10-12 10:26:58","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",6,"LE THI KIM LY",271,"Nữ",60,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:67f095ca-d283-4d2d-a9ec-f313af1091ea"
"2017-10-13 07:52:02","2017-10-13 07:15:41","2017-10-13 07:51:58","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",3,"Pham giang hoi",219,"Nam",63,"Kinh","","Chưa học hết cấp II","O nha","Nội trợ (và không làm thêm)","","Khác","O nha noi tro","Khong co","uuid:b5db4c1b-356d-4f89-8e7e-124acd7619d1"
"2017-10-11 16:35:07","2017-10-11 14:57:21","2017-10-11 15:34:02","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",7,"Tran phuong thao",300,"Nam",57,"Kinh","","Tốt nghiệp cấp II","Bao ve","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:62b70430-7ce6-4586-be99-0a5a48a2f818"
"2017-10-10 14:54:52","2017-10-10 14:04:40","2017-10-10 14:54:41","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",7,"Nguyen thi hong hiep",256,"Nam",53,"Kinh","","Chưa học hết cấp III","Lam ray, chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:7ea981e5-eb71-49b5-b365-ecfc189de597"
"2017-10-11 08:14:39","2017-10-11 07:29:18","2017-10-11 08:14:35","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",7,"Nguyen thi hong hiep",256,"Nữ",41,"Kinh","","Chưa học hết tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:ffede9eb-19d1-409e-a393-7e313f147a69"
"2017-10-14 15:35:58","2017-10-14 14:55:20","2017-10-14 15:35:52","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",48,"LE THI KIM LY",271,"Nam",53,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Bo doi","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Quốc phòng/Công an","","Khong co","uuid:bfcaf275-42ca-4917-a313-cc527c41f6a1"
"2017-10-10 08:37:49","2017-10-10 07:26:15","2017-10-10 08:37:44","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",19,"LE THI KIM LY",271,"Nữ",53,"Kinh","","Tốt nghiệp cấp II","Buon ban nho","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:03900275-eacb-40b4-ac24-0f96d00cc12f"
"2017-10-14 14:50:59","2017-10-14 14:10:38","2017-10-14 14:50:52","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",4,"Nguyen thi thao",11,"Nữ",60,"Kinh","","Học xong tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:743b4387-a0df-43c3-a6d4-b0d97cd23a93"
"2017-10-14 09:23:02","2017-10-14 08:23:10","2017-10-14 09:23:00","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",20,"Nguyen thi thanh thanh",251,"Nữ",66,"Kinh","","Tốt nghiệp cấp III","Buon ban","Người lao động cho gia đình không được trả lương","","Cơ quan nhà nước","","0","uuid:0dbeec8a-ff13-4f13-a5f7-5f8ae7827d85"
"2017-10-15 15:32:28","2017-10-15 14:53:04","2017-10-15 15:32:25","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",17,"TRAN PHUONG THAO",300,"Nữ",57,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:81971d27-e315-499a-81db-893d82788dd3"
"2017-10-10 09:16:10","2017-10-10 08:13:41","2017-10-10 09:16:06","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",10,"Pham giang hoi",219,"Nữ",51,"Kinh","","Chưa học hết cấp II","Buon ban","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:62b5975f-5cfa-4bfd-8c13-d5313ac57bb9"
"2017-10-10 16:43:21","2017-10-10 16:02:02","2017-10-10 16:43:15","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",18,"Pham giang hoi",219,"Nữ",35,"Kinh","","Tốt nghiệp cấp III","Giao vien","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","Khong co","uuid:9294a162-6835-45a7-a202-39f1964c1e8a"
"2017-10-12 09:41:48","2017-10-12 08:50:17","2017-10-12 09:41:43","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",12,"Tran phuong thao",300,"Nữ",60,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Noi tro","Nội trợ (và không làm thêm)","","Công nghiệp (Nước ngoài/Liên doanh)","","Khong co","uuid:d77e1c06-be49-4ddf-baa1-053c006fe2f9"
"2017-10-14 14:12:42","2017-10-14 13:38:10","2017-10-14 14:12:36","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",1,"Tran phuong thao",300,"Nam",64,"Kinh","","Tốt nghiệp cấp III","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:9cf526fb-b30c-43be-a140-cfc479513276"
"2017-10-11 14:36:27","2017-10-11 13:19:07","2017-10-11 14:09:31","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",10,"Ho le kieu mi",215,"Nữ",48,"Kinh","","Chưa học hết cấp II","Buon ban nho","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:b4acac04-f173-428a-a966-10391f769ba4"
"2017-10-10 09:48:24","2017-10-10 08:57:23","2017-10-10 09:48:19","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",15,"Nguyen thi hong hiep",256,"Nữ",49,"Kinh","","Chưa học hết cấp III","Ban com","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:b1f81b62-e909-4977-b4a1-aacd1fe31935"
"2017-10-15 08:45:28","2017-10-15 08:11:28","2017-10-15 08:45:24","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",16,"LE THI KIM LY",271,"Nam",30,"Kinh","","Học xong tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:e1b557a9-dd08-4846-b043-b8df7911952f"
"2017-10-13 16:24:24","2017-10-13 15:38:30","2017-10-13 16:24:12","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",7,"Nguyen thi thao",11,"Nam",60,"Kinh","","Chưa học hết cấp III","Sua o to","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:ea7de8a7-07f3-45e4-9de6-7a95fa30d54e"
"2017-10-10 16:44:03","2017-10-10 16:09:56","2017-10-10 16:43:57","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",43,"Ho le kieu mi",215,"Nữ",48,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:0bd59bfc-1cd9-4833-8c33-930f300c4f1f"
"2017-10-14 15:07:22","2017-10-14 14:31:37","2017-10-14 15:07:18","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",14,"Ho le kieu mi",215,"Nam",64,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Quốc phòng/Công an","","Khong","uuid:58ba1e5b-ea72-4656-8772-f7f1b6abada3"
"2017-10-14 08:52:05","2017-10-14 07:51:49","2017-10-14 08:52:01","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",11,"Nguyen khac cuong",148,"Nam",65,"Kinh","","Chưa học hết cấp II","Khong lam viec","Không có việc làm","","Công nghiệp (Nhà nước)","","Khong co","uuid:a5c59a74-b10a-465c-b80c-05a5c95f4484"
"2017-10-13 14:08:14","2017-10-13 13:15:25","2017-10-13 14:08:08","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",13,"Nguyen thi thao",11,"Nam",31,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Lam tho dien","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:3c1d4371-af63-4166-85fb-a0af7e544bd1"
"2017-10-12 14:40:02","2017-10-12 13:59:30","2017-10-12 14:39:59","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",6,"Ho le kieu mi",215,"Nữ",70,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Khác","Nghi huu","Khong","uuid:30690ea3-d43f-4444-9edc-94b17c38fc9c"
"2017-10-13 15:26:12","2017-10-13 14:48:17","2017-10-13 15:26:08","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",9,"LE THI KIM LY",271,"Nữ",55,"Kinh","","Chưa học hết cấp II","Buon ban tap hoa nho","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:fb1c7767-b292-4bdd-98f0-b6d66372721c"
"2017-10-10 16:25:51","2017-10-10 15:41:38","2017-10-10 16:25:44","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",46,"Nguyen thi hong hiep",256,"Nam",61,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:b44a6bfb-0841-493e-8ecd-224862d846fa"
"2017-10-15 14:14:19","2017-10-15 13:28:58","2017-10-15 14:14:15","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",5,"Pham giang hoi",219,"Nữ",62,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:86993477-12bb-4d21-89c8-867c5c18aa76"
"2017-10-15 08:13:38","2017-10-15 07:15:52","2017-10-15 08:13:33","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",10,"Ho le kieu mi",215,"Nữ",46,"Kinh","","Học xong tiểu học","Chu tiem cat toc","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:aab5c194-8855-4bf0-9697-80f2dff5f563"
"2017-10-14 09:12:56","2017-10-14 07:51:50","2017-10-14 09:12:49","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",10,"Ho le kieu mi",215,"Nam",48,"Kinh","","Chưa học hết cấp II","Lam thue","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:3dc84c4e-3333-445a-acd0-eb5c84f051ed"
"2017-10-13 13:56:57","2017-10-13 13:12:47","2017-10-13 13:56:50","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",10,"Ho le kieu mi",215,"Nam",70,"Kinh","","Học xong tiểu học","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:3a2874ff-ccad-473f-a243-a0b53afb758f"
"2017-10-10 10:17:25","2017-10-10 09:34:53","2017-10-10 10:17:19","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",48,"Ho le kieu mi",215,"Nữ",37,"Kinh","","Học xong tiểu học","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:8923a8f3-5423-4e26-84ad-9fe142a711fd"
"2017-10-12 16:18:51","2017-10-12 15:36:26","2017-10-12 16:18:45","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",41,"Tran phuong thao",300,"Nam",39,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Can bo cong chuc","Nhân viên văn phòng / Bán hàng","","Cơ quan nhà nước","","Khong co","uuid:2006238d-0873-4736-8455-d3fd24377c66"
"2017-10-13 15:02:34","2017-10-13 14:08:21","2017-10-13 15:02:29","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",1,"Nguyen thi thao",11,"Nam",62,"Kinh","","Chưa học hết cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Nông nghiệp","","Khong co","uuid:2ef8cfa8-a1c7-43ea-9656-1a8ab8627fbd"
"2017-10-14 11:28:38","2017-10-14 10:18:40","2017-10-14 11:28:34","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400558","Ấp Trần Cao Vân và khu Bàu Ao","Nông thôn",50,"TRAN PHUONG THAO",300,"Nam",63,"Kinh","","Chưa học hết cấp III","Noi tro","Nội trợ (và không làm thêm)","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:0f4fd4dd-6218-4ae7-b14c-b1e06189be46"
